OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
316272,Charles Darwin,ZZ,9.46,Mosaic Tile,198553.00,18.50,49.25,3673230.50,9778735.25,1272555.96,14724521.71,11-11-1982
316361,Alan M. Galloway# Sr.,ZZ,9.46,Asphalt,203891.00,10.78,13.33,2197944.98,2717867.03,465035.82,5380847.83,11-11-1982
316426,Penn Jillette,RI,7,Granite,230969.00,72.50,29.25,16745252.50,6755843.25,1645076.70,25146172.45,11-11-1982
316466,Grace Murray Hopper,TX,8.19,Granite,89900.00,72.50,29.25,6517750.00,2629575.00,749165.92,9896490.92,11-11-1982
316482,Alex Trebek,XX,9.46,Straw,88893.00,1.80,3.25,160007.40,288902.25,42466.85,491376.50,11-11-1982
316501,Bill Gates,TX,8.19,Asphalt,280599.00,10.78,13.33,3024857.22,3740384.67,554073.31,7319315.20,11-11-1982
316596,Bill Gates,RI,7,Distressed Red Oak,123954.00,18.57,23.33,2301825.78,2891846.82,363557.08,5557229.68,11-11-1982
316627,Thomas J. Watson,WY,9.46,Dirt,114010.00,0.78,3.33,88927.80,379653.30,44327.77,512908.87,11-11-1982
316656,Penn Jillette,OH,7.14,Marble,199977.00,88.73,34.25,17743959.21,6849212.25,1755952.44,26349123.90,11-11-1982
316670,Charles Babbage,TX,8.19,Mosaic Tile,263.00,18.50,49.25,4865.50,12952.75,1459.31,19277.56,11-11-1982
316718,Albert Einstein,LO,9.46,Carpet,119652.00,12.50,6.30,1495650.00,753807.60,212798.69,2462256.29,11-11-1982
316813,Charles Darwin,DN,9.46,Bamboo,230046.00,18.50,9.25,4255851.00,2127925.50,603905.26,6987681.76,11-11-1982
316843,Alphabet,II,9.46,Laminate,125523.00,4.50,9.80,564853.50,1230125.40,169805.00,1964783.90,11-11-1982
280118,Bill Gates,WY,9.46,Trampoline,155889.00,20.78,13.33,3239373.42,2078000.37,503023.56,5820397.35,11-13-1969
280129,Microsoft# Inc.,KY,6,Mosaic Tile,82645.00,18.50,49.25,1528932.50,4070266.25,335951.93,5935150.68,11-13-1969
280140,Jaden Smith,ZZ,9.46,Wood,58617.00,12.50,9.25,732712.50,542207.25,120607.41,1395527.16,11-13-1969
280191,Alan M. Galloway# Jr.,LO,9.46,Wood,239041.00,12.50,9.25,2988012.50,2211129.25,491838.81,5690980.56,11-13-1969
280281,Steve Jobs,XX,9.46,Carpet,89711.00,12.50,6.30,1121387.50,565179.30,159549.22,1846116.02,11-13-1969
280352,Monty Hall,WY,9.46,Asphalt,73130.00,10.78,13.33,788341.40,974822.90,166795.34,1929959.64,11-13-1969
280432,Elon Musk,RI,7,Wood,63458.00,12.50,9.25,793225.00,586986.50,96614.81,1476826.31,11-13-1969
280448,Albert Einstein,XX,9.46,Granite,165218.00,72.50,29.25,11978305.00,4832626.50,1590314.12,18401245.62,11-13-1969
280539,Apple,AK,1.76,Straw,67187.00,1.80,3.25,120936.60,218357.75,5971.58,345265.93,11-13-1969
280545,Tractor Supply Co.,AK,1.76,Trampoline,37282.00,20.78,13.33,774719.96,496969.06,22381.73,1294070.75,11-13-1969
280547,Alphabet,OH,7.14,Distressed Red Oak,112108.00,18.57,23.33,2081845.56,2615479.64,335389.02,5032714.22,11-13-1969
280603,Penn Jillette,ZZ,9.46,Straw,7830.00,1.80,3.25,14094.00,25447.50,3740.63,43282.13,11-13-1969
280679,Ada Lovelace,OH,7.14,Straw,164378.00,1.80,3.25,295880.40,534228.50,59269.78,889378.68,11-13-1969
280769,Microsoft# Inc.,II,9.46,Distressed Red Oak,285837.00,18.57,23.33,5307993.09,6668577.21,1132983.55,13109553.85,11-13-1969
280848,Microsoft# Inc.,DN,9.46,Laminate,297151.00,4.50,9.80,1337179.50,2912079.80,401979.93,4651239.23,11-13-1969
280882,Tractor Supply Co.,KY,6,Disco Light Up Panels,273731.00,40.78,23.33,11162750.18,6386144.23,1052933.66,18601828.07,11-13-1969
280989,Louisville Llama Farm,TX,8.19,Laminate,287874.00,4.50,9.80,1295433.00,2821165.20,337149.39,4453747.59,11-13-1969
281062,Monsters Inc.,II,9.46,Wood,184637.00,12.50,9.25,2307962.50,1707892.25,379899.86,4395754.61,11-13-1969
281109,Charles Darwin,II,9.46,Carpet,287574.00,12.50,6.30,3594675.00,1811716.20,511444.61,5917835.81,11-13-1969
281194,Steve Jobs,XX,9.46,Asphalt,22380.00,10.78,13.33,241256.40,298325.40,51044.44,590626.24,11-13-1969
281271,Ada Lovelace,DN,9.46,Tile,135511.00,1.50,14.30,203266.50,1937807.30,202545.58,2343619.38,11-13-1969
281272,Charles Darwin,ZZ,9.46,Tile,284127.00,1.50,14.30,426190.50,4063016.10,424678.94,4913885.54,11-13-1969
281285,Thomas J. Watson,DN,9.46,Dirt,223694.00,0.78,3.33,174481.32,744901.02,86973.57,1006355.91,11-13-1969
281286,Albert Einstein,HI,4.35,Bamboo,272209.00,18.50,9.25,5035866.50,2517933.25,328590.29,7882390.04,11-13-1969
281330,Thurston Howell# III,XX,9.46,Disco Light Up Panels,152812.00,40.78,23.33,6231673.36,3565103.96,926775.13,10723552.45,11-13-1969
281470,Adams# Douglas,AK,1.76,Tile,165482.00,1.50,14.30,248223.00,2366392.60,46017.23,2660632.83,11-13-1969
281561,Bill Gates,DN,9.46,Distressed Red Oak,62541.00,18.57,23.33,1161386.37,1459081.53,247896.26,2868364.16,11-13-1969
61957,Tractor Supply Co.,DN,9.46,Straw,27549.00,1.80,3.25,49588.20,89534.25,13160.98,152283.43,11-13-2020
62048,Apple,II,9.46,Marble,102521.00,88.73,34.25,9096688.33,3511344.25,1192719.88,13800752.46,11-13-2020
62085,The Boring Company,TX,8.19,Trampoline,95389.00,20.78,13.33,1982183.42,1271535.37,266479.57,3520198.36,11-13-2020
62159,Steve Jobs,AK,1.76,Marble,59766.00,88.73,34.25,5303037.18,2046985.50,129360.40,7479383.08,11-13-2020
62171,Penn Jillette,II,9.46,Mosaic Tile,187927.00,18.50,49.25,3476649.50,9255404.75,1204452.33,13936506.58,11-13-2020
62219,Bill Gates,XX,9.46,Asphalt,199047.00,10.78,13.33,2145726.66,2653296.51,453987.59,5253010.76,11-13-2020
62227,Alan M. Galloway# Jr.,KY,6,Marble,164353.00,88.73,34.25,14583041.69,5629090.25,1212727.92,21424859.86,11-13-2020
62296,Adams# Douglas,II,9.46,Carpet,170092.00,12.50,6.30,2126150.00,1071579.60,302505.22,3500234.82,11-13-2020
62298,Thomas J. Watson,ZZ,9.46,Laminate,83410.00,4.50,9.80,375345.00,817418.00,112835.38,1305598.38,11-13-2020
62382,Ada Lovelace,AK,1.76,Laminate,290361.00,4.50,9.80,1306624.50,2845537.80,73078.06,4225240.36,11-13-2020
62411,The Boring Company,HI,4.35,Granite,244193.00,72.50,29.25,17703992.50,7142645.25,1080828.74,25927466.49,11-13-2020
62482,Jean Ichbiah,II,9.46,Asphalt,190847.00,10.78,13.33,2057330.66,2543990.51,435284.98,5036606.15,11-13-2020
62494,Microsoft# Inc.,AK,1.76,Trampoline,201494.00,20.78,13.33,4187045.32,2685915.02,120964.10,6993924.44,11-13-2020
62502,Bill Gates,RI,7,Marble,141981.00,88.73,34.25,12597974.13,4862849.25,1222257.64,18683081.02,11-13-2020
62596,Jaden Smith,XX,9.46,Trampoline,93699.00,20.78,13.33,1947065.22,1249007.67,302348.50,3498421.39,11-13-2020
62604,Monsters Inc.,ZZ,9.46,Carpet,12355.00,12.50,6.30,154437.50,77836.50,21973.12,254247.12,11-13-2020
62639,Alan M. Galloway# Jr.,AK,1.76,Granite,156411.00,72.50,29.25,11339797.50,4575021.75,280100.82,16194920.07,11-13-2020
62648,Thurston Howell# III,ZZ,9.46,Distressed Red Oak,287799.00,18.57,23.33,5344427.43,6714350.67,1140760.41,13199538.51,11-13-2020
62717,Jaden Smith,AK,1.76,Wood,88148.00,12.50,9.25,1101850.00,815369.00,33743.05,1950962.05,11-13-2020
62737,Monsters Inc.,HI,4.35,Bamboo,58695.00,18.50,9.25,1085857.50,542928.75,70852.20,1699638.45,11-13-2020
62821,Apple,LO,9.46,Distressed Red Oak,132541.00,18.57,23.33,2461286.37,3092181.53,525358.06,6078825.96,11-13-2020
62830,Thurston Howell# III,DN,9.46,Mosaic Tile,214279.00,18.50,49.25,3964161.50,10553240.75,1373346.25,15890748.50,11-13-2020
62910,Charles Darwin,RI,7,Bamboo,17461.00,18.50,9.25,323028.50,161514.25,33917.99,518460.74,11-13-2020
62988,Alphabet,II,9.46,Carpet,290932.00,12.50,6.30,3636650.00,1832871.60,517416.74,5986938.34,11-13-2020
63055,Elon Musk,AK,1.76,Wood,41058.00,12.50,9.25,513225.00,379786.50,15717.00,908728.50,11-13-2020
63129,Ada Lovelace,TX,8.19,Asphalt,189021.00,10.78,13.33,2037646.38,2519649.93,373242.57,4930538.88,11-13-2020
63131,Adams# Douglas,KY,6,Straw,296301.00,1.80,3.25,533341.80,962978.25,89779.20,1586099.25,11-13-2020
63300,The Boring Company,XX,9.46,Wood,256375.00,12.50,9.25,3204687.50,2371468.75,527504.38,6103660.63,11-13-2020
63311,Monsters Inc.,DN,9.46,Disco Light Up Panels,104950.00,40.78,23.33,4279861.00,2448483.50,636501.39,7364845.89,11-13-2020
63370,Thomas J. Watson,ZZ,9.46,Granite,253083.00,72.50,29.25,18348517.50,7402677.75,2436063.07,28187258.32,11-13-2020
63404,Microsoft# Inc.,WY,9.46,Laminate,210272.00,4.50,9.80,946224.00,2060665.60,284451.76,3291341.36,11-13-2020
10131,Albert Einstein,II,9.46,Tile,106242.00,1.50,14.30,159363.00,1519260.60,158797.79,1837421.39,11-14-2020
10177,Jean Ichbiah,TX,8.19,Carpet,13054.00,12.50,6.30,163175.00,82240.20,20099.50,265514.70,11-14-2020
10270,Elon Musk,II,9.46,Trampoline,65614.00,20.78,13.33,1363458.92,874634.62,211723.65,2449817.19,11-14-2020
10292,Ada Lovelace,OH,7.14,Wood,278783.00,12.50,9.25,3484787.50,2578742.75,432936.06,6496466.31,11-14-2020
10356,Elon Musk,LO,9.46,Mosaic Tile,64642.00,18.50,49.25,1195877.00,3183618.50,414300.27,4793795.77,11-14-2020
10405,Ada Lovelace,LO,9.46,Carpet,30773.00,12.50,6.30,384662.50,193869.90,54729.17,633261.57,11-14-2020
10443,Steve Jobs,KY,6,Tile,36296.00,1.50,14.30,54444.00,519032.80,34408.61,607885.41,11-14-2020
10464,Monsters Inc.,AK,1.76,Disco Light Up Panels,57294.00,40.78,23.33,2336449.32,1336669.02,64646.88,3737765.22,11-14-2020
10469,Charles Babbage,RI,7,Asphalt,210929.00,10.78,13.33,2273814.62,2811683.57,355984.87,5441483.06,11-14-2020
10512,Charles Darwin,KY,6,Distressed Red Oak,117373.00,18.57,23.33,2179616.61,2738312.09,295075.72,5213004.42,11-14-2020
10609,Alphabet,AK,1.76,Mosaic Tile,160455.00,18.50,49.25,2968417.50,7902408.75,191326.54,11062152.79,11-14-2020
10700,Monsters Inc.,XX,9.46,Asphalt,174936.00,10.78,13.33,1885810.08,2331896.88,398995.08,4616702.04,11-14-2020
10713,Louisville Llama Farm,OH,7.14,Dirt,145343.00,0.78,3.33,113367.54,483992.19,42651.48,640011.21,11-14-2020
10810,Adams# Douglas,RI,7,Mosaic Tile,151654.00,18.50,49.25,2805599.00,7468959.50,719219.10,10993777.60,11-14-2020
10875,Thomas J. Watson,WY,9.46,Wood,133623.00,12.50,9.25,1670287.50,1236012.75,274936.00,3181236.25,11-14-2020
10928,Charles Darwin,XX,9.46,Marble,183706.00,88.73,34.25,16300233.38,6291930.50,2137218.70,24729382.58,11-14-2020
10959,Alan M. Galloway# Jr.,LO,9.46,Carpet,221537.00,12.50,6.30,2769212.50,1395683.10,393999.12,4558894.72,11-14-2020
11050,Bill Gates,WY,9.46,Distressed Red Oak,190676.00,18.57,23.33,3540853.32,4448471.08,755790.09,8745114.49,11-14-2020
11091,Alex Trebek,OH,7.14,Marble,265351.00,88.73,34.25,23544594.23,9088271.75,2329986.63,34962852.61,11-14-2020
11106,Louisville Llama Farm,RI,7,Straw,272059.00,1.80,3.25,489706.20,884191.75,96172.86,1470070.81,11-14-2020
118368,Alan M. Galloway# Jr.,LO,9.46,Straw,123940.00,1.80,3.25,223092.00,402805.00,59209.86,685106.86,11-15-1942
118394,Steve Jobs,KY,6,Tile,47998.00,1.50,14.30,71997.00,686371.40,45502.10,803870.50,11-15-1942
118473,Jean Ichbiah,TX,8.19,Mosaic Tile,90490.00,18.50,49.25,1674065.00,4456632.50,502104.13,6632801.63,11-15-1942
118489,Apple,XX,9.46,Bamboo,41001.00,18.50,9.25,758518.50,379259.25,107633.78,1245411.53,11-15-1942
118520,Monty Hall,II,9.46,Disco Light Up Panels,154938.00,40.78,23.33,6318371.64,3614703.54,939668.91,10872744.09,11-15-1942
118547,Alan M. Galloway# Jr.,LO,9.46,Bamboo,228251.00,18.50,9.25,4222643.50,2111321.75,599193.11,6933158.36,11-15-1942
118636,Steve Jobs,AK,1.76,Disco Light Up Panels,280679.00,40.78,23.33,11446089.62,6548241.07,316700.22,18311030.91,11-15-1942
118714,Alan M. Galloway# Sr.,HI,4.35,Straw,119336.00,1.80,3.25,214804.80,387842.00,26215.14,628861.94,11-15-1942
118740,Grace Murray Hopper,XX,9.46,Carpet,62979.00,12.50,6.30,787237.50,396767.70,112006.89,1296012.09,11-15-1942
118791,Alan M. Galloway# Sr.,II,9.46,Granite,258351.00,72.50,29.25,18730447.50,7556766.75,2486770.47,28773984.72,11-15-1942
118792,Elon Musk,AK,1.76,Laminate,73403.00,4.50,9.80,330313.50,719349.40,18474.07,1068136.97,11-15-1942
118816,Jean Ichbiah,KY,6,Granite,201834.00,72.50,29.25,14632965.00,5903644.50,1232196.57,21768806.07,11-15-1942
118840,Thurston Howell# III,DN,9.46,Granite,4023.00,72.50,29.25,291667.50,117672.75,38723.59,448063.84,11-15-1942
118848,Grace Murray Hopper,WY,9.46,Wood,255362.00,12.50,9.25,3192025.00,2362098.50,525420.08,6079543.58,11-15-1942
118919,Steve Jobs,OH,7.14,Trampoline,42877.00,20.78,13.33,890984.06,571550.41,104424.96,1566959.43,11-15-1942
118950,Grace Murray Hopper,ZZ,9.46,Tile,270787.00,1.50,14.30,406180.50,3872254.10,404739.91,4683174.51,11-15-1942
118953,Grace Murray Hopper,HI,4.35,Carpet,150319.00,12.50,6.30,1878987.50,947009.70,122930.88,2948928.08,11-15-1942
119000,Alan M. Galloway# Jr.,WY,9.46,Dirt,31385.00,0.78,3.33,24480.30,104512.05,12202.68,141195.03,11-15-1942
119033,Monty Hall,II,9.46,Bamboo,170428.00,18.50,9.25,3152918.00,1576459.00,447399.06,5176776.06,11-15-1942
119054,Alex Trebek,KY,6,Granite,209912.00,72.50,29.25,15218620.00,6139926.00,1281512.76,22640058.76,11-15-1942
119081,Jean Ichbiah,HI,4.35,Trampoline,145422.00,20.78,13.33,3021869.16,1938475.26,215774.98,5176119.40,11-15-1942
119126,The Boring Company,II,9.46,Wood,107968.00,12.50,9.25,1349600.00,998704.00,222149.56,2570453.56,11-15-1942
119126,Alphabet,HI,4.35,Tile,165751.00,1.50,14.30,248626.50,2370239.30,113920.66,2732786.46,11-15-1946
119203,Thomas J. Watson,DN,9.46,Marble,99635.00,88.73,34.25,8840613.55,3412498.75,1159144.42,13412256.72,11-15-1946
119226,Penn Jillette,OH,7.14,Granite,88850.00,72.50,29.25,6441625.00,2598862.50,645490.81,9685978.31,11-15-1946
119300,The Boring Company,ZZ,9.46,Bamboo,252432.00,18.50,9.25,4669992.00,2334996.00,662671.86,7667659.86,11-15-1946
119314,Microsoft# Inc.,AK,1.76,Disco Light Up Panels,194748.00,40.78,23.33,7941823.44,4543470.84,219741.18,12705035.46,11-15-1946
119336,Louisville Llama Farm,LO,9.46,Asphalt,17791.00,10.78,13.33,191786.98,237154.03,40577.82,469518.83,11-15-1946
119357,Alan M. Galloway# Sr.,HI,4.35,Dirt,296466.00,0.78,3.33,231243.48,987231.78,53003.67,1271478.93,11-15-1946
119423,Charles Darwin,OH,7.14,Tile,180212.00,1.50,14.30,270318.00,2577031.60,203300.76,3050650.36,11-15-1946
119453,Steve Jobs,TX,8.19,Trampoline,34059.00,20.78,13.33,707746.02,454006.47,95147.53,1256900.02,11-15-1946
119512,Alan M. Galloway# Jr.,WY,9.46,Tile,211733.00,1.50,14.30,317599.50,3027781.90,316473.08,3661854.48,11-15-1946
119540,Microsoft# Inc.,KY,6,Wood,134095.00,12.50,9.25,1676187.50,1240378.75,174993.98,3091560.23,11-15-1946
119605,Albert Einstein,HI,4.35,Straw,10456.00,1.80,3.25,18820.80,33982.00,2296.92,55099.72,11-15-1946
119656,Bill Gates,DN,9.46,Carpet,242745.00,12.50,6.30,3034312.50,1529293.50,431717.13,4995323.13,11-15-1946
119698,Bill Gates,WY,9.46,Dirt,142125.00,0.78,3.33,110857.50,473276.25,55259.05,639392.80,11-15-1946
119780,Alan M. Galloway# Jr.,DN,9.46,Dirt,84994.00,0.78,3.33,66295.32,283030.02,33046.18,382371.52,11-15-1946
119819,Grace Murray Hopper,WY,9.46,Wood,151715.00,12.50,9.25,1896437.50,1403363.75,312161.20,3611962.45,11-15-1946
119966,Thurston Howell# III,RI,7,Asphalt,78040.00,10.78,13.33,841271.20,1040273.20,131708.11,2013252.51,11-15-1946
119985,The Boring Company,OH,7.14,Asphalt,216562.00,10.78,13.33,2334538.36,2886771.46,372801.52,5594111.34,11-15-1946
120069,Monty Hall,XX,9.46,Granite,102685.00,72.50,29.25,7444662.50,3003536.25,988399.60,11436598.35,11-15-1946
120092,Alan M. Galloway# Jr.,TX,8.19,Bamboo,79802.00,18.50,9.25,1476337.00,738168.50,181368.00,2395873.50,11-15-1946
120159,Grace Murray Hopper,RI,7,Straw,255264.00,1.80,3.25,459475.20,829608.00,90235.82,1379319.02,11-15-1946
120218,Alex Trebek,RI,7,Dirt,261994.00,0.78,3.33,204355.32,872440.02,75375.67,1152171.01,11-15-1946
206008,Adams# Douglas,II,9.46,Granite,25737.00,72.50,29.25,1865932.50,752807.25,247732.78,2866472.53,11-16-1935
206060,Microsoft# Inc.,XX,9.46,Marble,219949.00,88.73,34.25,19516074.77,7533253.25,2558866.43,29608194.45,11-16-1935
206151,Alan M. Galloway# Sr.,RI,7,Granite,219857.00,72.50,29.25,15939632.50,6430817.25,1565931.48,23936381.23,11-16-1935
206239,Alphabet,OH,7.14,Carpet,123334.00,12.50,6.30,1541675.00,777004.20,165553.69,2484232.89,11-16-1935
206315,The Boring Company,AK,1.76,Straw,264900.00,1.80,3.25,476820.00,860925.00,23544.31,1361289.31,11-16-1935
206373,Jaden Smith,II,9.46,Laminate,158222.00,4.50,9.80,711999.00,1550575.60,214039.56,2476614.16,11-16-1935
206467,The Boring Company,WY,9.46,Disco Light Up Panels,63306.00,40.78,23.33,2581618.68,1476928.98,383938.61,4442486.27,11-16-1935
206495,Thurston Howell# III,ZZ,9.46,Dirt,151083.00,0.78,3.33,117844.74,503106.39,58741.98,679693.11,11-16-1935
206504,Tractor Supply Co.,AK,1.76,Disco Light Up Panels,54328.00,40.78,23.33,2215495.84,1267472.24,61300.24,3544268.32,11-16-1935
206553,Charles Babbage,AK,1.76,Disco Light Up Panels,29684.00,40.78,23.33,1210513.52,692527.72,33493.53,1936534.77,11-16-1935
206604,Charles Babbage,OH,7.14,Granite,96877.00,72.50,29.25,7023582.50,2833652.25,703806.56,10561041.31,11-16-1935
206686,Apple,II,9.46,Disco Light Up Panels,250724.00,40.78,23.33,10224524.72,5849390.92,1520592.42,17594508.06,11-16-1935
206763,Thurston Howell# III,RI,7,Mosaic Tile,33983.00,18.50,49.25,628685.50,1673662.75,161164.38,2463512.63,11-16-1935
206768,Thurston Howell# III,HI,4.35,Laminate,46072.00,4.50,9.80,207324.00,451505.60,28659.09,687488.69,11-16-1935
206800,Monty Hall,ZZ,9.46,Dirt,187818.00,0.78,3.33,146498.04,625433.94,73024.77,844956.75,11-16-1935
206870,Thomas J. Watson,ZZ,9.46,Granite,105823.00,72.50,29.25,7672167.50,3095322.75,1018604.58,11786094.83,11-16-1935
317898,The Boring Company,ZZ,9.46,Granite,6468.00,72.50,29.25,468930.00,189189.00,62258.06,720377.06,11-20-1961
317959,Microsoft# Inc.,AK,1.76,Distressed Red Oak,19405.00,18.57,23.33,360350.85,452718.65,14310.02,827379.52,11-20-1961
317976,Charles Babbage,OH,7.14,Asphalt,240842.00,10.78,13.33,2596276.76,3210423.86,414598.42,6221299.04,11-20-1961
318043,Adams# Douglas,TX,8.19,Marble,94983.00,88.73,34.25,8427841.59,3253167.75,956674.66,12637684.00,11-20-1961
318096,Grace Murray Hopper,LO,9.46,Wood,154761.00,12.50,9.25,1934512.50,1431539.25,318428.50,3684480.25,11-20-1961
318174,The Boring Company,AK,1.76,Marble,93630.00,88.73,34.25,8307789.90,3206827.50,202657.27,11717274.67,11-20-1961
318219,Elon Musk,HI,4.35,Wood,129691.00,12.50,9.25,1621137.50,1199641.75,122703.90,2943483.15,11-20-1961
318282,Charles Babbage,OH,7.14,Carpet,47825.00,12.50,6.30,597812.50,301297.50,64196.45,963306.45,11-20-1961
318317,Jaden Smith,ZZ,9.46,Laminate,283160.00,4.50,9.80,1274220.00,2774968.00,383053.18,4432241.18,11-20-1961
318332,Monty Hall,II,9.46,Mosaic Tile,7116.00,18.50,49.25,131646.00,350463.00,45607.51,527716.51,11-20-1961
318357,The Boring Company,AK,1.76,Asphalt,188728.00,10.78,13.33,2034487.84,2515744.24,80084.08,4630316.16,11-20-1961
318364,Charles Darwin,TX,8.19,Mosaic Tile,249373.00,18.50,49.25,4613400.50,12281620.25,1383702.20,18278722.95,11-20-1961
318430,Alex Trebek,KY,6,Straw,288313.00,1.80,3.25,518963.40,937017.25,87358.84,1543339.49,11-20-1961
318442,Ada Lovelace,WY,9.46,Straw,92517.00,1.80,3.25,166530.60,300680.25,44198.15,511409.00,11-20-1961
318515,Alphabet,TX,8.19,Tile,286110.00,1.50,14.30,429165.00,4091373.00,370232.06,4890770.06,11-20-1961
318607,Alphabet,TX,8.19,Tile,87783.00,1.50,14.30,131674.50,1255296.90,113592.96,1500564.36,11-20-1961
318636,Jean Ichbiah,WY,9.46,Trampoline,160017.00,20.78,13.33,3325153.26,2133026.61,516343.82,5974523.69,11-20-1961
318684,Ada Lovelace,OH,7.14,Bamboo,86591.00,18.50,9.25,1601933.50,800966.75,171567.08,2574467.33,11-20-1961
318690,Alan M. Galloway# Sr.,HI,4.35,Trampoline,155162.00,20.78,13.33,3224266.36,2068309.46,230227.05,5522802.87,11-20-1961
318806,Charles Darwin,OH,7.14,Bamboo,108215.00,18.50,9.25,2001977.50,1000988.75,214411.79,3217378.04,11-20-1961
318857,Charles Babbage,KY,6,Straw,112568.00,1.80,3.25,202622.40,365846.00,34108.10,602576.50,11-20-1961
318934,Steve Jobs,LO,9.46,Disco Light Up Panels,102385.00,40.78,23.33,4175260.30,2388642.05,620945.16,7184847.51,11-20-1961
319000,Monsters Inc.,OH,7.14,Distressed Red Oak,57579.00,18.57,23.33,1069242.03,1343318.07,172256.79,2584816.89,11-20-1961
319052,Bill Gates,RI,7,Mosaic Tile,219912.00,18.50,49.25,4068372.00,10830666.00,1042932.66,15941970.66,11-20-1961
319111,Monty Hall,HI,4.35,Dirt,207886.00,0.78,3.33,162151.08,692260.38,37166.90,891578.36,11-20-1961
319183,Charles Darwin,HI,4.35,Granite,215378.00,72.50,29.25,15614905.00,6299806.50,953289.95,22868001.45,11-20-1961
121990,Steve Jobs,KY,6,Disco Light Up Panels,175432.00,40.78,23.33,7154116.96,4092828.56,674816.73,11921762.25,11-23-1928
122021,Bill Gates,RI,7,Mosaic Tile,51687.00,18.50,49.25,956209.50,2545584.75,245125.60,3746919.85,11-23-1928
122068,Alan M. Galloway# Jr.,HI,4.35,Laminate,98741.00,4.50,9.80,444334.50,967661.80,61421.84,1473418.14,11-23-1928
122164,Louisville Llama Farm,WY,9.46,Granite,177544.00,72.50,29.25,12871940.00,5193162.00,1708958.65,19774060.65,11-23-1928
122214,Thomas J. Watson,WY,9.46,Wood,285877.00,12.50,9.25,3573462.50,2644362.25,588206.22,6806030.97,11-23-1928
122229,Albert Einstein,OH,7.14,Carpet,146668.00,12.50,6.30,1833350.00,924008.40,196875.39,2954233.79,11-23-1928
122240,Bill Gates,DN,9.46,Marble,244527.00,88.73,34.25,21696880.71,8375049.75,2844804.62,32916735.08,11-23-1928
122251,Charles Babbage,KY,6,Tile,79790.00,1.50,14.30,119685.00,1140997.00,75640.92,1336322.92,11-23-1928
122316,Thurston Howell# III,HI,4.35,Dirt,1864.00,0.78,3.33,1453.92,6207.12,333.26,7994.30,11-23-1928
122491,Charles Darwin,WY,9.46,Carpet,272212.00,12.50,6.30,3402650.00,1714935.60,484123.60,5601709.20,11-23-1928
122499,Jean Ichbiah,ZZ,9.46,Marble,40337.00,88.73,34.25,3579102.01,1381542.25,469276.95,5429921.21,11-23-1928
122553,Monsters Inc.,OH,7.14,Disco Light Up Panels,26204.00,40.78,23.33,1068599.12,611339.32,119947.60,1799886.04,11-23-1928
122589,Louisville Llama Farm,KY,6,Mosaic Tile,163934.00,18.50,49.25,3032779.00,8073749.50,666391.71,11772920.21,11-23-1928
122617,Thurston Howell# III,KY,6,Mosaic Tile,230101.00,18.50,49.25,4256868.50,11332474.25,935360.57,16524703.32,11-23-1928
122677,Adams# Douglas,WY,9.46,Straw,296937.00,1.80,3.25,534486.60,965045.25,141855.71,1641387.56,11-23-1928
122711,The Boring Company,AK,1.76,Distressed Red Oak,285060.00,18.57,23.33,5293564.20,6650449.80,210214.65,12154228.65,11-23-1928
122785,Monty Hall,DN,9.46,Dirt,164760.00,0.78,3.33,128512.80,548650.80,64059.68,741223.28,11-23-1928
122807,Alphabet,ZZ,9.46,Tile,28533.00,1.50,14.30,42799.50,408021.90,42647.70,493469.10,11-23-1928
122829,Ada Lovelace,XX,9.46,Straw,157559.00,1.80,3.25,283606.20,512066.75,75270.66,870943.61,11-23-1928
122899,Monty Hall,KY,6,Carpet,11566.00,12.50,6.30,144575.00,72865.80,13046.45,230487.25,11-23-1928
122925,Jaden Smith,LO,9.46,Mosaic Tile,37896.00,18.50,49.25,701076.00,1866378.00,242881.15,2810335.15,11-23-1928
123004,Thurston Howell# III,WY,9.46,Granite,193217.00,72.50,29.25,14008232.50,5651597.25,1859819.89,21519649.64,11-23-1928
123041,The Boring Company,XX,9.46,Distressed Red Oak,192253.00,18.57,23.33,3570138.21,4485262.49,762040.91,8817441.61,11-23-1928
123087,Albert Einstein,KY,6,Carpet,252926.00,12.50,6.30,3161575.00,1593433.80,285300.53,5040309.33,11-23-1928
123119,Alex Trebek,II,9.46,Tile,202921.00,1.50,14.30,304381.50,2901770.30,303301.96,3509453.76,11-23-1928
123190,Alphabet,AK,1.76,Laminate,83300.00,4.50,9.80,374850.00,816340.00,20964.94,1212154.94,11-23-1928
123305,Bill Gates,AK,1.76,Trampoline,276133.00,20.78,13.33,5738043.74,3680852.89,165772.58,9584669.21,11-23-1928
123368,Steve Jobs,KY,6,Carpet,298194.00,12.50,6.30,3727425.00,1878622.20,336362.83,5942410.03,11-23-1928
123387,Monsters Inc.,KY,6,Distressed Red Oak,183488.00,18.57,23.33,3407372.16,4280775.04,461288.83,8149436.03,11-23-1928
123453,Thomas J. Watson,HI,4.35,Marble,292200.00,88.73,34.25,25926906.00,10007850.00,1563161.89,37497917.89,11-23-1928
123476,Charles Darwin,RI,7,Trampoline,55860.00,20.78,13.33,1160770.80,744613.80,133376.92,2038761.52,11-23-1928
